uuid,primary_tag,secondary_tag,coherence_score
f35eafa8a708443f91e6ddfe65f4ac1e,사회적 소비,소극적 실속,2
b45641957d044cf6a07b525982f9e271,사회적 소비,소극적 실속,0
678f6c3fa4a3401cb702cd97e90f4b98,사회적 소비,적극적 소비,2
218921239a0a43e3b77c965a237c6cd6,자기 중심적,윤리적 소비,0
a6102311460343fa98ba114f68a3c58c,윤리적 소비,적극적 소비,0
76561dedaa804d42b4dc926d3785281d,적극적 소비,사회적 소비,2
05ba5d1a28364e4ea4a43b46ca9309db,사회적 소비,소극적 실속,0
8308d0aca2064865a3b2b8334ae183c5,적극적 소비,윤리적 소비,0
74064ab1fd1949ab92f0405a540579c8,소극적 실속,사회적 소비,2
04eacba4f2e045129a2c573f1723140c,사회적 소비,적극적 소비,2
6160681376034ee69812c8160008df2e,사회적 소비,적극적 소비,2
a33bda299f4e432da53d07e807c0dfb4,적극적 소비,사회적 소비,0
76dbce3c9319459c811d701c69619778,윤리적 소비,,2
963ab8e43162419b8f0293fdec5d08a1,소극적 실속,사회적 소비,2
df1e3971583a4d9892914ac73262d975,적극적 소비,사회적 소비,2
c633caff4c474df6a84fe0394e3af426,사회적 소비,적극적 소비,2
1fbc336c247c4ba5b9b90c973cf7072d,소극적 실속,사회적 소비,2
79a3a7d3877f432d98ba0f00dacebce1,적극적 소비,사회적 소비,0
88d592bba5bc4bd7a564ec31c987a0c4,사회적 소비,적극적 소비,2
fd0fa16922404124b4d5ee7ffac2ba39,사회적 소비,적극적 소비,0
a849321fa9ad45e5b3413bfe1f2e2e80,적극적 소비,사회적 소비,2
bdb17103089e4c1cb0b9a84c3697d09b,적극적 소비,소극적 실속,0
6c2bad58be4443438aea2d20985c2971,적극적 소비,사회적 소비,1
548cb16104eb4e4f9c6da5c9c75f1b5b,소극적 실속,자기 중심적,2
9d1ed7a7c6284f8894eef74fc9467153,사회적 소비,적극적 소비,0
55ea33541282434ba2ddce5252317410,적극적 소비,사회적 소비,2
96380bfccc6448359125ab3e098134cf,소극적 실속,적극적 소비,0
de2fd3373f814670be2d0742620fc5d6,적극적 소비,자기 중심적,2
d4209a85e7364c6cb41f1a9fd7607672,사회적 소비,소극적 실속,2
5d9a08b0c37c41d79faab2053a1492d6,소극적 실속,사회적 소비,2
d30291f2571d4e41bd333c3e69345735,사회적 소비,적극적 소비,0
b4b628c281654243a2a5b7c664460094,적극적 소비,사회적 소비,2
5b05d31796d14c41ae3c904c400e5747,사회적 소비,적극적 소비,2
5790f17fd9ac4e32bd8913651d1e9768,소극적 실속,사회적 소비,2
f8e3a25fae5449b898f92789edd5ce1c,사회적 소비,윤리적 소비,0
e6ea4672fea44a1d8f7d7935ecf6dbc3,적극적 소비,사회적 소비,2
b1493155d2ca4d54b136ad7004265256,사회적 소비,적극적 소비,2
0866cdcfbe0147a193b59ae144ae24c3,적극적 소비,사회적 소비,1
56152a519a644175ae9b90fa3deef4ea,소극적 실속,적극적 소비,2
3b64cce31b014175b612271b0e29d21b,적극적 소비,사회적 소비,0
5639760901704389867bf02662febc6c,적극적 소비,사회적 소비,0
49f681a4199a4154bde455adc0d18187,소극적 실속,사회적 소비,2
cdfded0c91cb40a0ba1f30ad095856c6,적극적 소비,사회적 소비,1
b6f3f03b67f645a087a57dc0efe5e332,소극적 실속,적극적 소비,2
6833614eb8e54386b5e1b89af64294a3,사회적 소비,적극적 소비,2
ad008358f47c4b0490096cdfdbb7a3d2,소극적 실속,사회적 소비,2
10c915adcbba46279e509cbd8909d32f,사회적 소비,소극적 실속,2
b575de8037be433e874e60a1baf4f300,사회적 소비,소극적 실속,2
347a942206b94385abf9f7233c0bb0e8,적극적 소비,사회적 소비,2
54f76369a3254255870bf989eb1cffb4,사회적 소비,소극적 실속,0
6fd61cc925e64f2a9a40ad1547c22064,윤리적 소비,사회적 소비,2
8ed7f1a850b948508f295b0e2e06f8f3,소극적 실속,사회적 소비,2
e73ec850b8f24c9e9db20d05694fda50,소극적 실속,사회적 소비,1
cffaa007dbea45f0ab08d9c8b8db1c4c,적극적 소비,사회적 소비,0
0f2f1c26403744848b8f37617f5f7bab,적극적 소비,사회적 소비,1
bd1c90a06d4848ae8ee295a6290af5e5,적극적 소비,사회적 소비,1
3b028fb623dc4e2db820cf57287f319a,소극적 실속,사회적 소비,1
60247801dc6045cfbeb63fd634a06c8e,적극적 소비,소극적 실속,2
7a18876886a8410db290963b562d31d5,적극적 소비,사회적 소비,0
a430326f95734d51ad6047eb3b527fa7,적극적 소비,사회적 소비,0
876bfb3811e643b7beb0dbc2e1bad0c1,적극적 소비,사회적 소비,1
d55fa1ceb89c4f8eb25144d33e79d4ac,소극적 실속,사회적 소비,1
dba7cbf782594fe48321fcdce981e2bf,사회적 소비,소극적 실속,0
257c008b69cc4189803bc8f667db46e1,소극적 실속,사회적 소비,2
57d30972855d41ea9d9a8de56268c0f5,적극적 소비,사회적 소비,0
6bdf0209709f4139beeced33a6e04e40,적극적 소비,사회적 소비,1
8e95bca5c40d4583ac9d29f6f5aa3952,소극적 실속,자기 중심적,2
592bb2ad88564992a67b6c4a08b47e4f,적극적 소비,사회적 소비,2
fb0ef1424c864a8a87ba1cb9e8661381,사회적 소비,적극적 소비,0
13578abe31714f36b24d20e3b9544f3f,적극적 소비,소극적 실속,1
cb53601c28814d7f9d339a18cfd3adee,자기 중심적,윤리적 소비,1
74684470018d4466b4041f66e94c5aae,사회적 소비,적극적 소비,0
e0b4cfb164e246c4b7462a02b3837da6,적극적 소비,사회적 소비,0
14ba8f256abc4c16a5ada594d335ddda,사회적 소비,적극적 소비,2
16a5bfac9470484ba64e6004f59c362e,소극적 실속,사회적 소비,1
56aa05c3937241d09fbf655305153be2,적극적 소비,사회적 소비,0
51a295f915194cddb2db1206413959bc,적극적 소비,사회적 소비,1
f9c48af2253d4c4c9d22a7734cf257d6,소극적 실속,사회적 소비,2
986ee15465b14bde8975844d467fdfbe,윤리적 소비,사회적 소비,2
d4b00ce079fd4bb69d5fdf107122f03f,소극적 실속,사회적 소비,2
a7dda8572d974f5a82b67ce75dd186e4,적극적 소비,사회적 소비,1
afbe2663853f40deb73a7978de9298bf,사회적 소비,윤리적 소비,0
50f20eae2d6741fb8a3bab8c640724a7,적극적 소비,사회적 소비,2
88e7594ff7b941fca70e7fa1dcd4096b,사회적 소비,적극적 소비,0
d2797a377e0b4ad2821b0902290c0d53,적극적 소비,사회적 소비,0
6879b1b62334431b87e5cd0807602334,소극적 실속,사회적 소비,1
1d526105ea1e43e699473aaf1e2b1b61,소극적 실속,사회적 소비,2
340a74956d9c49bb8f68b9a7a2f9405e,적극적 소비,사회적 소비,0
d41ab972697a42c499df4d142d152e57,사회적 소비,소극적 실속,0
eb140aa1b3a1425386e1a996db1b1911,사회적 소비,소극적 실속,0
b41bbf57da1e4c75ba490d4aeadefbc8,사회적 소비,적극적 소비,2
e62638a3046c4cbd8919b93cda82d8b8,사회적 소비,적극적 소비,2
c4cde06366d8483b8c201398165c8983,사회적 소비,소극적 실속,0
9c7bc89a4a7440d299e857c4ee47b9b9,적극적 소비,사회적 소비,0
cbd0d6d1a62348c295e55c94196f4606,적극적 소비,사회적 소비,0
e22184e4816d4ccaa16460995e3335a6,소극적 실속,사회적 소비,2
9739615f70a24d65b348df0231444169,윤리적 소비,사회적 소비,2
7a5af071ea2441519020cef82411668b,적극적 소비,사회적 소비,2
e2ce5b1346ac4f4cbf87a6e5f45f2d89,적극적 소비,사회적 소비,2
bd084a097d4343a4897a0ba2d421ead1,소극적 실속,사회적 소비,2
1605bb4da7d948d1aaa55ecb0bd0b922,적극적 소비,사회적 소비,0
d1ccb2e9eda2432ca13ae2b14c90e3f9,윤리적 소비,사회적 소비,2
f606e2f649c44302b7b0cedc09d26ed7,사회적 소비,적극적 소비,2
d987b517c73347bfb872269e555833a0,적극적 소비,사회적 소비,0
e77a981d0b04477d8b2dc9b7a20d0c29,적극적 소비,사회적 소비,0
03f493c2ca104d0eb866bfb627ab3176,소극적 실속,사회적 소비,2
d1967a9e6f034136b9540c8a031c0d3d,적극적 소비,사회적 소비,1
63deee4e362b4e54b90f8f2c2775c232,소극적 실속,적극적 소비,2
862b0ba863394129913f3ca5f18fed8b,적극적 소비,사회적 소비,1
be243b1a8992404280532cd2bce73fc5,적극적 소비,사회적 소비,2
0d68419459a14e2f9b01f20facbeb4a3,적극적 소비,사회적 소비,2
ae1650f286e64698867177eb1d7755d7,소극적 실속,적극적 소비,2
971c3e881b3f415bac244d4d64929f40,사회적 소비,소극적 실속,2
61c8c3ad800d40728e9723a933cdf060,적극적 소비,사회적 소비,1
e27452ff349e4b50870be4e41ff836fc,소극적 실속,사회적 소비,2
4072e4d5d9594d09a31ea62e8ecb3082,적극적 소비,사회적 소비,0
ae1c796843834b23990902cc83898088,사회적 소비,소극적 실속,0
41f6d63cebae4507b5bb7b781fec7e6d,적극적 소비,사회적 소비,2
dd89bcf39791488d82c38fa4cd5dcb47,적극적 소비,사회적 소비,0
082d47f1178f4a4e953e54aced2a4a86,소극적 실속,사회적 소비,2
8d44832ff05c402d8fafaf4f04ca87e6,소극적 실속,적극적 소비,2
595715e5721741168b491c5018e6fb40,적극적 소비,사회적 소비,0
eafcfe927f5a45c99b9871aaf348761c,적극적 소비,사회적 소비,2
318f7ab7607e4e3a80b280201626087c,적극적 소비,사회적 소비,1
d9540479825e4ae7bcb3191008f76d67,적극적 소비,사회적 소비,0
5801cdbd4e2a4025912aa9ce4acbc549,사회적 소비,적극적 소비,0
b4722194969245ad9c48cf88bab7babf,적극적 소비,사회적 소비,0
6781a8dafe3b401393ea633a5ddbc5dd,적극적 소비,윤리적 소비,1
9b90498997084804b876c25e5da207b2,사회적 소비,윤리적 소비,2
f44bcc0b9cac4293a20567ed92db1d31,적극적 소비,사회적 소비,1
4320e8992a41492493e7342c9c7b449c,적극적 소비,사회적 소비,1
a1495536589742d2b4d1fee870c34e8b,적극적 소비,사회적 소비,1
1d5e68f36add4f5196bdf34260ecb1f3,사회적 소비,적극적 소비,2
4dbf01aa414f4927aea4a6995dd8d862,사회적 소비,적극적 소비,0
d299544d355e4c7abcd68ddf66aceac7,사회적 소비,적극적 소비,0
178e89cc261b4a91b2ddac6e257483fe,소극적 실속,사회적 소비,2
3683279de17141c49e200e412e8c69fb,적극적 소비,소극적 실속,0
f450b38ea17d4021ac5a067a020c6cce,사회적 소비,적극적 소비,0
11b7441e046d47e481ccdf2a2971abee,적극적 소비,사회적 소비,0
ae776e3d18e742798ca604951f8864ff,사회적 소비,적극적 소비,2
064c23a5dadb4a0f8130091c03ef0487,적극적 소비,윤리적 소비,2
dde94d499fcb4ea88caed2521035d233,소극적 실속,사회적 소비,2
9699d67a21cf4fe4bfd239e996a15472,사회적 소비,적극적 소비,2
971bca16c3164c5ea12fadfe8b5c91d6,적극적 소비,사회적 소비,1
74d3ff619a9740f492d3617cf8e3f666,적극적 소비,사회적 소비,1
19d36db9bf1e456b86e21189b368b6a7,사회적 소비,적극적 소비,0
008fb81795444f3aa00cd2ddd2695b30,적극적 소비,사회적 소비,0
26734b62308d4bb2a4a3bbdb98782e85,사회적 소비,적극적 소비,2
d05207ae0d364164b1e3ddd23a534f9b,적극적 소비,윤리적 소비,1
062bc282cdf54ba0844e0f8555ae8d33,소극적 실속,사회적 소비,2
3ffebd08d20c46fb83e6770816a1c5b1,윤리적 소비,자기 중심적,2
4850b455cce74be5804b9d5c6dd3b208,사회적 소비,소극적 실속,2
9ff87ab02f7c47e7933e18d0c00cb55e,적극적 소비,사회적 소비,1
b349c25e31af47638698c7b43bb226d2,사회적 소비,소극적 실속,0
ba611ad3ffdc49a19f087f64c1f3694a,윤리적 소비,,2
a2895075de154adea039e6c7af66caee,적극적 소비,사회적 소비,0
dab87b4eeb364352be694397e6e6058f,적극적 소비,사회적 소비,0
1961865eda2f4a16a2be3b78a3639317,사회적 소비,적극적 소비,0
0a26b6915d9046be8ba71da68fa3cdc7,적극적 소비,사회적 소비,2
f0f1bce8dbb540aebb3486cac6f44036,소극적 실속,사회적 소비,0
b356fc5a2efa4bbda3652923960ef2ea,적극적 소비,사회적 소비,1
7fbdc9aac36e423d900ab0f0cede2520,사회적 소비,소극적 실속,0
563deaaa0410411cb909b05f190806cd,사회적 소비,소극적 실속,2
add0d89320cd42a4a140abf074a926f5,소극적 실속,사회적 소비,2
909f0515fce34cbbb9233ba3d6668651,사회적 소비,적극적 소비,0
12f784bc70394d92a6dd246a8387e75b,적극적 소비,사회적 소비,1
923cb74b54c04dba84aaba12332823ad,사회적 소비,소극적 실속,2
6f5709d78a5249028f8e8eb75e869ddd,소극적 실속,사회적 소비,2
5baf87079004410490311c05b9ed0da1,적극적 소비,소극적 실속,1
8291f8420e374a739df90072009574f6,적극적 소비,사회적 소비,1
48d8be77a67a4c6da597f1b4c6269f92,사회적 소비,적극적 소비,0
90b3ae8c20e640098d9bcb6bee196552,적극적 소비,사회적 소비,0
db59a4c69e25412f8f8507b217d07a8b,적극적 소비,사회적 소비,0
e17a755c60c34901ad0e2cd1fe443b51,적극적 소비,소극적 실속,0
57b2b248518749afb7f61654666e5c30,윤리적 소비,사회적 소비,2
2d3815917c484cd8887596218cfedb29,사회적 소비,적극적 소비,0
2f3fc85be2614bbb9ffb27bcfbdb12f8,적극적 소비,사회적 소비,0
f2d1a226034e4a4eb17370e82a68c31e,사회적 소비,소극적 실속,0
b59b1cea4ebf475eb418a98933fb0f76,사회적 소비,소극적 실속,0
fd07cd957ce7456f8e076127377c4bbc,적극적 소비,사회적 소비,0
75fec9083062496f97dfd811a0875488,적극적 소비,사회적 소비,2
2da19c59e6ae418d8968973e14b3a099,윤리적 소비,사회적 소비,2
eddc0c9f2a544e50bb810e345a09ec43,사회적 소비,소극적 실속,0
b56ee68654fa4efb8cdbe77f38ff6182,사회적 소비,소극적 실속,2
e137e74cec6e4e54b153db7ba1c38696,윤리적 소비,,2
c2069c1718f242f3be379b0ca3116998,사회적 소비,적극적 소비,2
954a2773d7ea46caa00d30d596c9b1ff,소극적 실속,사회적 소비,2
a6a77e24d16847e1ae37c3927a894272,적극적 소비,사회적 소비,0
ee9ec6f0d48f4a77b21e846417a53e61,사회적 소비,소극적 실속,2
505f4d24b9904fc685fe1f5bc3a6b60c,적극적 소비,사회적 소비,1
caa4a7ff15b941089e242c0a606a4fd3,적극적 소비,사회적 소비,0
441f061238904059a020b19e00d984a4,적극적 소비,사회적 소비,0
04075c7288f244a9a93fa5315e2ea688,윤리적 소비,적극적 소비,2
59d04640861e4fda9cd3331617b1a00e,적극적 소비,사회적 소비,0
dcc784fcb3eb4cc395ecb04cc33f40e1,소극적 실속,사회적 소비,2
a6806c28d35247c986be3b8d1328239c,적극적 소비,소극적 실속,2
41dc7fb1d4d54793a10afc2819ee43d2,적극적 소비,사회적 소비,0
75d1fe17041842acb9438af2fb08eca0,소극적 실속,적극적 소비,2
52a62bd700c747d8ae5d44a82f489d8d,소극적 실속,사회적 소비,1
1312b1aec62e454bbc850c6df9fa8a29,적극적 소비,사회적 소비,0
0fb787dd331f4c598c408e44c422ebc2,적극적 소비,소극적 실속,1
a7ffe52acfb0493d86c2cbce8333c857,소극적 실속,사회적 소비,2
7429aee579d649a5b382b2d776221c9a,적극적 소비,사회적 소비,2
61651a36845d4b828aa9f6ec7f5f0e24,사회적 소비,적극적 소비,0
06fad4f095ad4fe9b7bdbdc88c302f9d,자기 중심적,소극적 실속,2
c1ca382241664daa899b04213c613899,적극적 소비,사회적 소비,0
326de30a685e4e638c8b3bc3d4139346,적극적 소비,사회적 소비,0
4c921d45ee9b456aa6063529fc726886,자기 중심적,적극적 소비,1
483900521d1944aa829154a0a20d877b,소극적 실속,사회적 소비,1
28856b1a4d90443f844d14dbf96165af,사회적 소비,적극적 소비,2
321c138d9efe4c94b4724b96552bb70b,자기 중심적,소극적 실속,2
75ed84f9b58d437fbea4394ecd29034b,사회적 소비,적극적 소비,0
1a6fa008c35a4bb684cffd04f86ff332,소극적 실속,자기 중심적,1
e75c9510632e4e37bc2d360c1d561997,사회적 소비,소극적 실속,0
c923648e2f624ff5a8f167e1427e7ae5,윤리적 소비,사회적 소비,2
6d4e521ccb6f486f8b4e72a9a783897c,적극적 소비,사회적 소비,0
d7a089afc8804098846f7621575e8d7b,적극적 소비,사회적 소비,1
c310811b8fde4c659deb40206f326743,사회적 소비,소극적 실속,0
3d0a4f8c44954e2eb541ff897782ab7d,자기 중심적,적극적 소비,1
7363c71fc6d44d9db7477e0042f6cba7,적극적 소비,사회적 소비,0
37b41611cc53457892bd2e558706ab81,윤리적 소비,,2
edb21e77bbf443969357398795185660,적극적 소비,사회적 소비,2
2b90f802f38d4fafb101289682a83dba,적극적 소비,사회적 소비,2
71a46c267cfd4b32869dce1275b03eb5,소극적 실속,사회적 소비,2
c92e353c4815477a8e90f498443df984,적극적 소비,사회적 소비,0
7104c9b967084f3db2dd1097321c4e9b,소극적 실속,자기 중심적,2
25af7e8927004291ac57086548eff786,사회적 소비,적극적 소비,0
b96fa846dd1040dcb69c4c43033f0eb8,소극적 실속,사회적 소비,1
0e632670297b402a89858a9b23eeb591,소극적 실속,사회적 소비,1
1962e44468c44f39bcfbb1b4c13e8758,적극적 소비,사회적 소비,0
98172e8a749f462ba38df23e8afc529c,사회적 소비,소극적 실속,0
ffb4735ba83f4259becb6c2dcc3d986c,적극적 소비,사회적 소비,0
019629f2143344b3bda27bfe8a70264a,적극적 소비,사회적 소비,2
95e2ea0ff9e54b7684530a298a332717,사회적 소비,소극적 실속,0
d78df55fb6cf4cb3b58c57097886c935,적극적 소비,사회적 소비,1
f6601f1146c346e1bd2e2acd45d2d184,소극적 실속,자기 중심적,2
8af1b0f090764d0eafcdbd3ea0756092,적극적 소비,사회적 소비,2
1a4c17b93a2645e6927fcc9637fc2924,적극적 소비,사회적 소비,0
c0829e5e4aa14feaaa1167d39c0498df,자기 중심적,적극적 소비,0
402bb8b5f27e448fbc68e52295aa784f,적극적 소비,사회적 소비,0
e14556986b384df3aff5cc4c6778192d,소극적 실속,사회적 소비,2
d442fe7f8a264e1ea27220e0fa099386,적극적 소비,소극적 실속,1
ba17da8ed38143e39c9375f9278202df,적극적 소비,사회적 소비,2
f33ab510fe914f6da76a58d4d10fb36e,적극적 소비,사회적 소비,2
f7a697d0e544439ca591b6daeefaa19d,소극적 실속,사회적 소비,2
96c8504ea737450481a34d3963c0f732,소극적 실속,사회적 소비,2
f365c0f9d56b4d5d92aedac6879f0d1e,자기 중심적,소극적 실속,1
408b1a64d17141e990b69c53741c67e6,적극적 소비,사회적 소비,0
70758bcdd27c49d28a4673f96659f2c3,사회적 소비,소극적 실속,0
6b3472d320c94d2ebe0ff4c0378002fb,윤리적 소비,사회적 소비,2
87b686cadbc04a1d8c8054b60894b58d,사회적 소비,소극적 실속,2
66f8757a50fc49939ef56d2a5bdcf27d,윤리적 소비,,2
19632ab17f0f44ffaca260b18ce496fa,윤리적 소비,사회적 소비,2
9fa43f0039a44642b86f1fe2d0b76c68,사회적 소비,적극적 소비,2
1df80a0665fd4a9798acbf4c58799e5b,적극적 소비,사회적 소비,0
cbf72b8511304bc4a2f21325339cd3bd,사회적 소비,소극적 실속,0
d66e4df8b8e646af8289e6c4dce2a0f0,소극적 실속,사회적 소비,2
940837afed6643a7a70641b98fdc1b51,자기 중심적,소극적 실속,2
527829b0ca3c43ceb9e4322ca4682dc5,적극적 소비,사회적 소비,1
a7e9839ae768469d8c645a9d11de2893,소극적 실속,사회적 소비,2
eb68dc0162424d1fb20fa216ee9a6251,소극적 실속,사회적 소비,2
cf9a698824594ab4a831802d61caf5e5,적극적 소비,사회적 소비,0
629b04fc2fdb4faaa19bf58c8f427a0e,자기 중심적,소극적 실속,2
76d3fc9eaf4044b58c12e2ecfc9068a1,소극적 실속,사회적 소비,0
83e873cf0db744f1ae794eb446521617,적극적 소비,사회적 소비,1
b578b468a15e49cf9b157acaa90a80c2,사회적 소비,적극적 소비,2
e4c0b312ec5d4c08b73665c981f18432,적극적 소비,사회적 소비,0
2433268ad3fe492e8efa89bfdc630ad7,적극적 소비,사회적 소비,0
40208014b1024f9fa2e38f514f114397,적극적 소비,사회적 소비,0
7cd75b9582be49e68b1f1eea8fb55c85,사회적 소비,적극적 소비,2
7f85b952560148ee97cc9460eebc742c,적극적 소비,사회적 소비,1
963a19272a054302ac169d9315f2ab5f,사회적 소비,소극적 실속,0
5d4971cd1f0c4eb8bd70bf111bc58b76,자기 중심적,소극적 실속,2
f68ea619a87e445489228fc77837f266,적극적 소비,사회적 소비,1
976ddfddf93b4f388c896709353e02a7,사회적 소비,소극적 실속,0
8d48ed197f77474c9dd094500835763d,소극적 실속,적극적 소비,2
f953fea3769a42f2a628a1d494b9d10c,소극적 실속,적극적 소비,1
c9d4caa94be4495bbbe12b2a4f141b0c,사회적 소비,소극적 실속,0
13bb3d36544347d297988062069b36a2,소극적 실속,적극적 소비,2
39a57a71a2a74435bdb66634eb4ff1f5,사회적 소비,적극적 소비,2
04ac6a6cbaf94da1823303e7174b4d14,소극적 실속,사회적 소비,2
45423f6c1ee34894ab2f868e435babd7,소극적 실속,자기 중심적,2
596827b3411c4c89ae8f0bc53e684353,소극적 실속,사회적 소비,2
2ed073f3dc9848f18b67778347b8f78f,사회적 소비,소극적 실속,0
7116b9c6e2d74c29881ed99eb0ee1545,적극적 소비,사회적 소비,1
2211c23b5a49441cb4334b3e5106937d,소극적 실속,사회적 소비,1
e6692777fd024a1d8ddd57d7a54c4fa7,자기 중심적,소극적 실속,2
1e5ce5ed7c2b4068befb19f449cfea34,적극적 소비,사회적 소비,1
a1ecb9ba66b542a89e78f318d7bc6490,소극적 실속,사회적 소비,2
1edb8f37a18c44fd93f266c89f6fc4e2,소극적 실속,적극적 소비,1
ccd6c35ffbd6439ba8c9cc86358bad61,사회적 소비,소극적 실속,0
e5eeae937b1e4d588d8b22faa47bb149,적극적 소비,사회적 소비,1
a9e7cc63eefc4aea9592bb1783f5f67d,적극적 소비,사회적 소비,2
5203b3273ad844c8b217a8f09869b8cd,자기 중심적,소극적 실속,2
8e8ca223fed345dd8f6b6c758bf889a4,적극적 소비,사회적 소비,0
9d89ea44e80b4c0f990d5dd505fe5e00,윤리적 소비,,0
3f9f3fc3a9894e06ad223465e990d611,사회적 소비,소극적 실속,0
38acca77742943faacfbddf3d4c4c7c4,적극적 소비,사회적 소비,2
a7226cee788e4a3c9db9a83a3dfd903b,윤리적 소비,사회적 소비,2
1b629d6694e64ac98d7be1610f0c7f23,적극적 소비,사회적 소비,1
3c6289fa42d34a29b6f42f122de0cde0,소극적 실속,사회적 소비,1
b60e68a7b38d4c5bac2a19597133e580,소극적 실속,적극적 소비,2
d65d362097254c27ba1095643b922481,적극적 소비,사회적 소비,0
93e5d48262b642999290c3a0f89c4369,소극적 실속,사회적 소비,1
4f735c51580845e79d751f662f26e9d8,사회적 소비,소극적 실속,0
2332be5af41440a2b1189331f38898d2,소극적 실속,적극적 소비,2
1cab98a6367c434a840cd20a8daf18b9,적극적 소비,사회적 소비,2
4a0b7925d7a44c97be781c80fb9cddb6,소극적 실속,사회적 소비,1
d084029ce2c847a1a16af6d6efd73bc1,사회적 소비,적극적 소비,0
058710817ae1424781b014be2e659c1c,사회적 소비,적극적 소비,0
dc1d700bb3484252bb4a8bd3704c40df,적극적 소비,사회적 소비,2
c89bae8acce346fca1bacfdd751adf2a,적극적 소비,사회적 소비,1
a631beb144614a41b79069834e98bef3,사회적 소비,소극적 실속,0
6231fdb88b7340549e7d79f20d2ff656,적극적 소비,자기 중심적,1
7658f6066a6746afb797cb15d13332ff,자기 중심적,소극적 실속,2
bd7928cec2184312bf3406d821f0ce2c,사회적 소비,적극적 소비,2
bd54c5bfad184fcfab5ce83816e8d514,적극적 소비,소극적 실속,1
141c0e235c394c86a8e3174c2b55b545,자기 중심적,소극적 실속,1
c05a9bb2cf81436eb3dab8dbc6d7c53c,적극적 소비,사회적 소비,0
408fca455e3641d08d9cba1d005faf98,소극적 실속,사회적 소비,2
c6d8db426d924d4ea1dcdd05cd4466b1,사회적 소비,소극적 실속,0
e3e731cee32a40569a0b4a01ea87c93b,적극적 소비,사회적 소비,1
7fcd6096a9e6472baa84277cee2fb065,적극적 소비,사회적 소비,1
c1b737b642024c09be7626fb321d79a5,적극적 소비,사회적 소비,2
5c68362e240a49598da8da5d6fb8ab87,사회적 소비,소극적 실속,0
b74e77aae04d4516a65d2d1f793e6646,소극적 실속,자기 중심적,2
8716c9467f1e4d53b9f61f54bcc7f538,소극적 실속,사회적 소비,2
e71b9fd29ea746afb0346887cd435fa1,윤리적 소비,사회적 소비,2
d9b7be7ecdfa4057b92050e106cb430b,소극적 실속,사회적 소비,2
111e112a73d64ffeb3f58c4d44aa369b,적극적 소비,사회적 소비,0
6ed6ab4ce72e4ab5a5d0c48a0984f42c,사회적 소비,소극적 실속,2
0415c9a9319542daa20d978c31d4258a,적극적 소비,윤리적 소비,2
8133a770a1b9434699ac99a6d95ef7a4,적극적 소비,사회적 소비,2
2e425fb69ddc41f88a5da57e74338e4d,적극적 소비,소극적 실속,1
e68d8858f3bc49a8ae457b796c93b3dc,적극적 소비,사회적 소비,1
57944a16c8af43b58ba8933f0dfeb5c8,자기 중심적,소극적 실속,2
1a733baadfd24a2c9a20839ef22b6b60,적극적 소비,사회적 소비,1
d747c01e12fc41e5af334cb18865209c,적극적 소비,사회적 소비,1
510fdf074138454b82a72a6d0467562d,소극적 실속,적극적 소비,2
f4d124387d754d2dbee55f5ee3996141,적극적 소비,사회적 소비,2
99d19bf11ad14da7a76f195b910b0264,적극적 소비,사회적 소비,2
21640b0f21924eccb4d7c63ee0edc867,사회적 소비,소극적 실속,0
571d7a8193924066833fe91afc2845c9,윤리적 소비,,2
0bc9d6f9b0c74db5b4c98af724dc2bf4,사회적 소비,소극적 실속,0
90a691c8cd3f4744863fa9e8bc038536,사회적 소비,적극적 소비,0
6ecf5260185b4349a2036d2958634d88,적극적 소비,사회적 소비,1
9d41bcd8a2ff4ffdaa6b874a75b7922f,소극적 실속,사회적 소비,2
530ddccd72fc439985aad1a1b21c17fe,적극적 소비,사회적 소비,1
92b6fb00612944b1808f8fbc576b7fec,소극적 실속,사회적 소비,2
dba12221827d4b7cbef9fb116f68fbaa,자기 중심적,소극적 실속,1
67327a276c5040dc81f45d540e8fbc16,적극적 소비,소극적 실속,2
8f32f870f47e4328b2d9208841158de3,윤리적 소비,,2
06162c4620de419d8a3620ff61d14c38,소극적 실속,적극적 소비,2
c02df9b00a9749779ea7934739eab770,소극적 실속,사회적 소비,2
1f25dbc49c734462952d0f416a10be38,소극적 실속,사회적 소비,2
cdce6be6af4242dd98f76fc5a4eb7ba3,적극적 소비,사회적 소비,0
a447bc25c6df482ab8d4086d1231e5cf,사회적 소비,소극적 실속,2
1c78c0cd71b240fc8b5ce4fa26011581,사회적 소비,적극적 소비,2
9cd39b8f127a4cd3ba3344fc1313323d,사회적 소비,적극적 소비,0
8c1acea15c954f30a629544896beb432,소극적 실속,사회적 소비,1
6b49453df8d4416abc3cfcba5992bdb7,적극적 소비,사회적 소비,1
a9166aa717b441db89a2835e4900a319,윤리적 소비,사회적 소비,2
83805a79c29b473fa5a3ca669959a552,자기 중심적,소극적 실속,0
c7fa2e5c3d13454bafa468fc9b2caf50,적극적 소비,사회적 소비,1
17f38babe88e4fd4877bf905915da7fd,자기 중심적,적극적 소비,2
c7502c09b72548cb947b2d47b5c868af,적극적 소비,사회적 소비,0
f3e39d814adb4a5ebd14d6a764d88936,사회적 소비,소극적 실속,2
59e0a33e88a54c42afcfd7d24c2e0ddc,사회적 소비,,0
e589936f49d94f349f46443f7680ab15,소극적 실속,사회적 소비,2
